case_n_substeps,timestep,substep,process,value,n_substeps,sub_dt
5,3,4,deposition,0.004283705519032658,5,0.2
5,4,0,diffusion,0.011610422094994593,5,0.2
5,4,0,uplift,0.013610422094994593,5,0.2
5,4,0,deposition,0.0005118729735613236,5,0.2
5,4,1,diffusion,0.01200922454839935,5,0.2
5,4,1,uplift,0.01400922454839935,5,0.2
5,4,1,deposition,0.0009483191660091192,5,0.2
5,4,2,diffusion,0.012345175041294934,5,0.2
5,4,2,uplift,0.014345175041294934,5,0.2
5,4,2,deposition,0.001320482439608639,5,0.2
5,4,3,diffusion,0.012628662830295533,5,0.2
5,4,3,uplift,0.014628662830295533,5,0.2
5,4,3,deposition,0.0016379105001835727,5,0.2
5,4,4,diffusion,0.012868258726234828,5,0.2
5,4,4,uplift,0.014868258726234828,5,0.2
5,4,4,deposition,0.0019087503587599305,5,0.2
9,2,0,diffusion,0.0,9,0.1111111111111111
9,2,0,uplift,0.0015555555555555555,9,0.1111111111111111
9,2,0,deposition,0.0015555555555555555,9,0.1111111111111111
9,2,1,diffusion,0.00131789375,9,0.1111111111111111
9,2,1,uplift,0.00275015625,9,0.1111111111111111
9,2,1,deposition,0.00275015625,9,0.1111111111111111
9,2,2,diffusion,0.0025480843976842206,9,0.1111111111111111
9,2,2,uplift,0.0038814177310175536,9,0.1111111111111111
9,2,2,deposition,0.0038814177310175536,9,0.1111111111111111
9,2,3,diffusion,0.0036533319307135792,9,0.1111111111111111
9,2,3,uplift,0.004986665264046912,9,0.1111111111111111
9,2,3,deposition,0.004986665264046912,9,0.1111111111111111
9,2,4,diffusion,0.004629977622162284,9,0.1111111111111111
9,2,4,uplift,0.005963310955495617,9,0.1111111111111111
9,2,4,deposition,0.005963310955495617,9,0.1111111111111111
9,2,5,diffusion,0.005549826412312786,9,0.1111111111111111
9,2,5,uplift,0.006821501710805165,9,0.1111111111111111
9,2,5,deposition,0.006821501710805165,9,0.1111111111111111
9,2,6,diffusion,0.006393803517696737,9,0.1111111111111111
9,2,6,uplift,0.007616025739918959,9,0.1111111111111111
9,2,6,deposition,0.007616025739918959,9,0.1111111111111111
9,2,7,diffusion,0.007149056979515149,9,0.1111111111111111
9,2,7,uplift,0.00837127920173737,9,0.1111111111111111
9,2,7,deposition,0.00837127920173737,9,0.1111111111111111
9,2,8,diffusion,0.00782439058346275,9,0.1111111111111111
9,2,8,uplift,0.009046612805684973,9,0.1111111111111111
9,2,8,deposition,0.009046612805684973,9,0.1111111111111111
9,3,0,diffusion,0.008428475219503023,9,0.1111111111111111
9,3,0,uplift,0.009650697441725245,9,0.1111111111111111
9,3,0,deposition,0.0006459732106354633,9,0.1111111111111111
9,3,1,diffusion,0.008969329408729063,9,0.1111111111111111
9,3,1,uplift,0.010191551630951284,9,0.1111111111111111
9,3,1,deposition,0.001235743653290728,9,0.1111111111111111
9,3,2,diffusion,0.009454151860597405,9,0.1111111111111111
9,3,2,uplift,0.010676374082819627,9,0.1111111111111111
9,3,2,deposition,0.0017735949659790154,9,0.1111111111111111
9,3,3,diffusion,0.009915780593564827,9,0.1111111111111111
9,3,3,uplift,0.01111153529064049,9,0.1111111111111111
9,3,3,deposition,0.0022637678102229043,9,0.1111111111111111
9,3,4,diffusion,0.010346821231094068,9,0.1111111111111111
9,3,4,uplift,0.011502635601106216,9,0.1111111111111111
9,3,4,deposition,0.0027103264541751323,9,0.1111111111111111
9,3,5,diffusion,0.010737028894249077,9,0.1111111111111111
9,3,5,uplift,0.011854586163827202,9,0.1111111111111111
9,3,5,deposition,0.003117090430348614,9,0.1111111111111111
9,3,6,diffusion,0.011090476610806142,9,0.1111111111111111
9,3,6,uplift,0.012201587721917253,9,0.1111111111111111
9,3,6,deposition,0.0034876049597212886,9,0.1111111111111111
9,3,7,diffusion,0.011410822265499098,9,0.1111111111111111
9,3,7,uplift,0.012521933376610209,9,0.1111111111111111
9,3,7,deposition,0.0038251341087293337,9,0.1111111111111111
9,3,8,diffusion,0.011701345085987016,9,0.1111111111111111
9,3,8,uplift,0.012812456197098128,9,0.1111111111111111
9,3,8,deposition,0.004132666959496668,9,0.1111111111111111
9,4,0,diffusion,0.011964982671539883,9,0.1111111111111111
9,4,0,uplift,0.013076093782650995,9,0.1111111111111111
9,4,0,deposition,0.0002844979430494717,9,0.1111111111111111
9,4,1,diffusion,0.012204366346293141,9,0.1111111111111111
9,4,1,uplift,0.013315477457404253,9,0.1111111111111111
9,4,1,deposition,0.0005448918023594519,9,0.1111111111111111
9,4,2,diffusion,0.012421853835102002,9,0.1111111111111111
9,4,2,uplift,0.013532964946213113,9,0.1111111111111111
9,4,2,deposition,0.0007832221259531664,9,0.1111111111111111
9,4,3,diffusion,0.012619558911143578,9,0.1111111111111111
9,4,3,uplift,0.01373067002225469,9,0.1111111111111111
9,4,3,deposition,0.0010013654636302771,9,0.1111111111111111
9,4,4,diffusion,0.012799378004402194,9,0.1111111111111111
9,4,4,uplift,0.013910489115513305,9,0.1111111111111111
9,4,4,deposition,0.001201044276227933,9,0.1111111111111111
9,4,5,diffusion,0.01296301392902052,9,0.1111111111111111
9,4,5,uplift,0.01407412504013163,9,0.1111111111111111
9,4,5,deposition,0.0013838373191586185,9,0.1111111111111111
9,4,6,diffusion,0.013111996962730983,9,0.1111111111111111
9,4,6,uplift,0.014223108073842094,9,0.1111111111111111
9,4,6,deposition,0.0015511900654813938,9,0.1111111111111111
9,4,7,diffusion,0.013247703536295376,9,0.1111111111111111
9,4,7,uplift,0.014358814647406487,9,0.1111111111111111
9,4,7,deposition,0.0017044248871761862,9,0.1111111111111111
9,4,8,diffusion,0.013371372789083588,9,0.1111111111111111
9,4,8,uplift,0.0144824839001947,9,0.1111111111111111
9,4,8,deposition,0.0018447508185618876,9,0.1111111111111111
