case_n_substeps,timestep,substep,process,value,n_substeps,sub_dt
15,4,2,uplift_change,0.0009333333333333346,15,0.06666666666666667
15,4,2,deposition,0.0027999990176695785,15,0.06666666666666667
15,4,3,diffusion,0.03079999407432888,15,0.06666666666666667
15,4,3,diffusion_change,6.738996548294462e-10,15,0.06666666666666667
15,4,3,uplift,0.031733327407662215,15,0.06666666666666667
15,4,3,uplift_change,0.0009333333333333346,15,0.06666666666666667
15,4,3,deposition,0.0037333320024340623,15,0.06666666666666667
15,4,4,diffusion,0.03173332704853067,15,0.06666666666666667
15,4,4,diffusion_change,6.943208438747739e-10,15,0.06666666666666667
15,4,4,uplift,0.032666660381864006,15,0.06666666666666667
15,4,4,uplift_change,0.0009333333333333346,15,0.06666666666666667
15,4,4,deposition,0.004666664976635853,15,0.06666666666666667
15,4,5,diffusion,0.03266666001216978,15,0.06666666666666667
15,4,5,diffusion_change,7.147420363895485e-10,15,0.06666666666666667
15,4,5,uplift,0.033599993345503114,15,0.06666666666666667
15,4,5,uplift_change,0.0009333333333333346,15,0.06666666666666667
15,4,5,deposition,0.005599997940274961,15,0.06666666666666667
15,4,6,diffusion,0.0335999929652462,15,0.06666666666666667
15,4,6,diffusion_change,7.351632219654292e-10,15,0.06666666666666667
15,4,6,uplift,0.03453332629857953,15,0.06666666666666667
15,4,6,uplift_change,0.0009333333333333346,15,0.06666666666666667
15,4,6,deposition,0.006533330893351379,15,0.06666666666666667
15,4,7,diffusion,0.034533325907759926,15,0.06666666666666667
15,4,7,diffusion_change,7.555844144802037e-10,15,0.06666666666666667
15,4,7,uplift,0.03546665924109326,15,0.06666666666666667
15,4,7,uplift_change,0.0009333333333333346,15,0.06666666666666667
15,4,7,deposition,0.007466663835865108,15,0.06666666666666667
15,4,8,diffusion,0.035466658839710966,15,0.06666666666666667
15,4,8,diffusion_change,7.760056000560844e-10,15,0.06666666666666667
15,4,8,uplift,0.0363999921730443,15,0.06666666666666667
15,4,8,uplift_change,0.0009333333333333346,15,0.06666666666666667
15,4,8,deposition,0.008399996767816147,15,0.06666666666666667
15,4,9,diffusion,0.036399991761099315,15,0.06666666666666667
15,4,9,diffusion_change,7.964267856319651e-10,15,0.06666666666666667
15,4,9,uplift,0.03733332509443265,15,0.06666666666666667
15,4,9,uplift_change,0.0009333333333333346,15,0.06666666666666667
15,4,9,deposition,0.009333329689204497,15,0.06666666666666667
15,4,10,diffusion,0.03733332467192498,15,0.06666666666666667
15,4,10,diffusion_change,8.168479781467397e-10,15,0.06666666666666667
15,4,10,uplift,0.03826665800525832,15,0.06666666666666667
15,4,10,uplift_change,0.0009333333333333346,15,0.06666666666666667
15,4,10,deposition,0.010266662600030164,15,0.06666666666666667
15,4,11,diffusion,0.03826665757218796,15,0.06666666666666667
15,4,11,diffusion_change,8.372691637226204e-10,15,0.06666666666666667
15,4,11,uplift,0.039199990905521294,15,0.06666666666666667
15,4,11,uplift_change,0.0009333333333333346,15,0.06666666666666667
15,4,11,deposition,0.011199995500293141,15,0.06666666666666667
15,4,12,diffusion,0.03919999046188825,15,0.06666666666666667
15,4,12,diffusion_change,8.576903492985011e-10,15,0.06666666666666667
15,4,12,uplift,0.04013332379522158,15,0.06666666666666667
15,4,12,uplift_change,0.0009333333333333346,15,0.06666666666666667
15,4,12,deposition,0.012133328389993429,15,0.06666666666666667
15,4,13,diffusion,0.04013332334102585,15,0.06666666666666667
15,4,13,diffusion_change,8.781115279354879e-10,15,0.06666666666666667
15,4,13,uplift,0.04106665667435919,15,0.06666666666666667
15,4,13,uplift_change,0.0009333333333333346,15,0.06666666666666667
15,4,13,deposition,0.013066661269131034,15,0.06666666666666667
15,4,14,diffusion,0.04106665620960077,15,0.06666666666666667
15,4,14,diffusion_change,8.985327135113685e-10,15,0.06666666666666667
15,4,14,uplift,0.0419999895429341,15,0.06666666666666667
15,4,14,uplift_change,0.0009333333333333346,15,0.06666666666666667
15,4,14,deposition,0.013999994137705949,15,0.06666666666666667
2,2,0,diffusion,0.0,2,0.5
2,2,0,diffusion_change,0.0,2,0.5
2,2,0,uplift,0.007,2,0.5
2,2,0,uplift_change,0.007,2,0.5
2,2,0,deposition,0.007,2,0.5
2,2,1,diffusion,0.006999999405848354,2,0.5
2,2,1,diffusion_change,1.148693183107563e-09,2,0.5
2,2,1,uplift,0.013999999405848354,2,0.5
2,2,1,uplift_change,0.007,2,0.5
2,2,1,deposition,0.013999999405848354,2,0.5
2,3,0,diffusion,0.013999998217545152,2,0.5
2,3,0,diffusion_change,2.2973860903940935e-09,2,0.5
2,3,0,uplift,0.02099999821754515,2,0.5
2,3,0,uplift_change,0.007000000000000001,2,0.5
2,3,0,deposition,0.006999998811696797,2,0.5
2,3,1,diffusion,0.020999996435090484,2,0.5
2,3,1,diffusion_change,3.4460787209922294e-09,2,0.5
2,3,1,uplift,0.027999996435090484,2,0.5
2,3,1,uplift_change,0.006999999999999999,2,0.5
2,3,1,deposition,0.01399999702924213,2,0.5
2,4,0,diffusion,0.027999994058484443,2,0.5
2,4,0,diffusion_change,4.594771077504056e-09,2,0.5
2,4,0,uplift,0.034999994058484446,2,0.5
2,4,0,uplift_change,0.007000000000000003,2,0.5
2,4,0,deposition,0.006999997623393962,2,0.5
2,4,1,diffusion,0.034999991087727125,2,0.5
2,4,1,diffusion_change,5.743463156460127e-09,2,0.5
2,4,1,uplift,0.041999991087727125,2,0.5
2,4,1,uplift_change,0.006999999999999999,2,0.5
2,4,1,deposition,0.013999994652636641,2,0.5
20,2,0,diffusion,0.0,20,0.05
20,2,0,diffusion_change,0.0,20,0.05
20,2,0,uplift,0.0007000000000000001,20,0.05
20,2,0,uplift_change,0.0007000000000000001,20,0.05
20,2,0,deposition,0.0007000000000000001,20,0.05
20,2,1,diffusion,0.0006999999940584836,20,0.05
20,2,1,diffusion_change,1.1486931848422866e-11,20,0.05
20,2,1,uplift,0.0013999999940584838,20,0.05
20,2,1,uplift_change,0.0007000000000000002,20,0.05
20,2,1,deposition,0.0013999999940584838,20,0.05
20,2,2,diffusion,0.001399999982175451,20,0.05
20,2,2,diffusion_change,2.2973863480005297e-11,20,0.05
20,2,2,uplift,0.002099999982175451,20,0.05
20,2,2,uplift_change,0.0007000000000000003,20,0.05
20,2,2,deposition,0.002099999982175451,20,0.05
20,2,3,diffusion,0.002099999964350902,20,0.05
20,2,3,diffusion_change,3.4460794461066424e-11,20,0.05
20,2,3,uplift,0.002799999964350902,20,0.05
20,2,3,uplift_change,0.0007000000000000001,20,0.05
20,2,3,deposition,0.002799999964350902,20,0.05
20,2,4,diffusion,0.0027999999405848366,20,0.05
20,2,4,diffusion_change,4.5947725658967986e-11,20,0.05
20,2,4,uplift,0.0034999999405848367,20,0.05
20,2,4,uplift_change,0.0007000000000000001,20,0.05
20,2,4,deposition,0.0034999999405848367,20,0.05
20,2,5,diffusion,0.0034999999108772553,20,0.05
20,2,5,diffusion_change,5.743465642318868e-11,20,0.05
20,2,5,uplift,0.004199999910877255,20,0.05
20,2,5,uplift_change,0.0007000000000000005,20,0.05
20,2,5,deposition,0.004199999910877255,20,0.05
20,2,6,diffusion,0.004199999875228158,20,0.05
20,2,6,diffusion_change,6.892158718740937e-11,20,0.05
20,2,6,uplift,0.004899999875228158,20,0.05
20,2,6,uplift_change,0.0007000000000000001,20,0.05
20,2,6,deposition,0.004899999875228158,20,0.05
20,2,7,diffusion,0.004899999833637544,20,0.05
20,2,7,diffusion_change,8.040851665058746e-11,20,0.05
20,2,7,uplift,0.005599999833637544,20,0.05
20,2,7,uplift_change,0.0007000000000000001,20,0.05
20,2,7,deposition,0.005599999833637544,20,0.05
20,2,8,diffusion,0.005599999786105415,20,0.05
20,2,8,diffusion_change,9.189544698112728e-11,20,0.05
20,2,8,uplift,0.006299999786105415,20,0.05
20,2,8,uplift_change,0.0007000000000000001,20,0.05
20,2,8,deposition,0.006299999786105415,20,0.05
20,2,9,diffusion,0.00629999973263177,20,0.05
20,2,9,diffusion_change,1.0338237644430537e-10,20,0.05
20,2,9,uplift,0.00699999973263177,20,0.05
20,2,9,uplift_change,0.0007000000000000001,20,0.05
20,2,9,deposition,0.00699999973263177,20,0.05
20,2,10,diffusion,0.00699999967321661,20,0.05
20,2,10,diffusion_change,1.1486930590748345e-10,20,0.05
20,2,10,uplift,0.00769999967321661,20,0.05
20,2,10,uplift_change,0.0007000000000000001,20,0.05
20,2,10,deposition,0.00769999967321661,20,0.05
